,fips,state,name,area_2010,unemployment_rate_2019,per_capita_income_2019,"Total publicly funded clinics, 2015 [1]",proportion_votes_democrats_2016,proportion_votes_republican_2016,clinics_per_sqmiles,clinics_per_1000_sqmiles,percent_votes_democrats_2016,percent_votes_republican_2016,Rates_of_adherence_per_1000_population
2716,48401,Texas,Rusk County,924.03,6.6,26658,2,0.207170685,0.772612404,0.002164432,2.16,20.72,77.26,888.96
2717,48403,Texas,Sabine County,491.39,8.8,24870,0,0.132270573,0.859974149,0,0.00,13.23,86.00,466.79
2718,48405,Texas,San Augustine County,530.66,7.4,23683,0,0.254560763,0.735335392,0,0.00,25.46,73.53,497.88
2719,48407,Texas,San Jacinto County,569.24,6.4,23312,1,0.197379913,0.781174187,0.001756728,1.76,19.74,78.12,516.75
2720,48409,Texas,San Patricio County,693.45,4.8,26054,4,0.363733556,0.604471715,0.00576826,5.77,36.37,60.45,241.96
2721,48411,Texas,San Saba County,1135.3,1.8,24961,0,0.124468989,0.860237893,0,0.00,12.45,86.02,623.06
2722,48413,Texas,Schleicher County,1310.63,11.6,26560,0,0.19829222,0.777039848,0,0.00,19.83,77.70,644.76
2723,48415,Texas,Scurry County,905.44,3.1,24552,1,0.139327124,0.836913134,0.001104435,1.10,13.93,83.69,543.2
2724,48417,Texas,Shackelford County,914.29,5.4,24852,1,0.068575233,0.917443409,0.001093745,1.09,6.86,91.74,653.09
2725,48419,Texas,Shelby County,795.58,7.9,21950,2,0.19367284,0.790454145,0.002513889,2.51,19.37,79.05,823.56
2726,48421,Texas,Sherman County,923.04,1,30467,0,0.102893891,0.864951768,0,0.00,10.29,86.50,538.31
2727,48423,Texas,Smith County,921.45,5.2,28483,4,0.266086266,0.705030002,0.004340984,4.34,26.61,70.50,725.44
2728,48425,Texas,Somervell County,186.46,4.6,29449,0,0.139318885,0.827141383,0,0.00,13.93,82.71,710.05
2729,48427,Texas,Starr County,1223.18,13.1,14179,0,0.790864768,0.189718587,0,0.00,79.09,18.97,410.13
2730,48429,Texas,Stephens County,896.72,6.4,25015,1,0.100781929,0.878366638,0.001115175,1.12,10.08,87.84,499.64
2731,48431,Texas,Sterling County,923.45,2.2,28757,0,0.110584518,0.867298578,0,0.00,11.06,86.73,772.9
2732,48433,Texas,Stonewall County,916.31,3,25638,0,0.192582026,0.791726106,0,0.00,19.26,79.17,762.9
2733,48435,Texas,Sutton County,1453.93,8.1,26904,0,0.221201413,0.759717314,0,0.00,22.12,75.97,936.91
2734,48437,Texas,Swisher County,890.16,6.4,19697,0,0.210958904,0.763013699,0,0.00,21.10,76.30,755.33
2735,48439,Texas,Tarrant County,863.61,4.3,33292,6,0.434500748,0.521524308,0.006947581,6.95,43.45,52.15,775.53
2736,48441,Texas,Taylor County,915.55,2.7,27162,2,0.221954668,0.732823753,0.002184479,2.18,22.20,73.28,552.14
2737,48443,Texas,Terrell County,2358.03,1,25687,0,0.320366133,0.656750572,0,0.00,32.04,65.68,662.08
2738,48445,Texas,Terry County,888.84,5.5,20627,1,0.240499149,0.734543392,0.001125062,1.13,24.05,73.45,1096.54
2739,48447,Texas,Throckmorton County,912.55,5.8,30463,0,0.103960396,0.88490099,0,0.00,10.40,88.49,604.54
2740,48449,Texas,Titus County,406.05,3.6,21730,1,0.276591107,0.698016565,0.002462751,2.46,27.66,69.80,992.08
2741,48451,Texas,Tom Green County,1521.97,3.4,29505,2,0.239266219,0.718454755,0.001314086,1.31,23.93,71.85,827.55
2742,48453,Texas,Travis County,990.2,3.5,43658,21,0.662632889,0.274047536,0.021207837,21.21,66.26,27.40,603.07
2743,48455,Texas,Trinity County,693.61,7.9,25026,0,0.19291207,0.791875627,0,0.00,19.29,79.19,462.15
2744,48457,Texas,Tyler County,924.5,12.7,20249,0,0.15597942,0.828334797,0,0.00,15.60,82.83,659.79
2745,48459,Texas,Upshur County,582.95,5,25285,1,0.149390627,0.829124262,0.001715413,1.72,14.94,82.91,592.67
2746,48461,Texas,Upton County,1241.32,5.7,25447,0,0.219135802,0.741512346,0,0.00,21.91,74.15,486.76
2747,48463,Texas,Uvalde County,1551.95,4.9,20329,1,0.432296329,0.540286482,0.000644351,0.64,43.23,54.03,703.43
2748,48465,Texas,Val Verde County,3144.75,3.9,21370,2,0.513505491,0.434550312,0.000635981,0.64,51.35,43.46,779.81
2749,48467,Texas,Van Zandt County,842.56,4.4,27900,0,0.128728849,0.850016137,0,0.00,12.87,85.00,383.05
2750,48469,Texas,Victoria County,882.14,5.6,29199,0,0.284963908,0.684873679,0,0.00,28.50,68.49,480.42
2751,48471,Texas,Walker County,784.17,3,18544,0,0.309150028,0.654270182,0,0.00,30.92,65.43,754.16
2752,48473,Texas,Waller County,513.43,4.1,25401,3,0.343643434,0.629673946,0.005843056,5.84,34.36,62.97,423.9
2753,48475,Texas,Ward County,835.6,5,25931,0,0.228537943,0.744506299,0,0.00,22.85,74.45,336.63
2754,48477,Texas,Washington County,603.95,4.9,32625,0,0.22926697,0.742117041,0,0.00,22.93,74.21,632.48
2755,48479,Texas,Webb County,3361.48,4.1,18466,4,0.743788137,0.227654,0.001189952,1.19,74.38,22.77,691.32
2756,48481,Texas,Wharton County,1086.15,5,25298,0,0.2881621,0.690079554,0,0.00,28.82,69.01,588.26
2757,48483,Texas,Wheeler County,914.52,4.8,27093,0,0.084128361,0.905030356,0,0.00,8.41,90.50,811.34
2758,48485,Texas,Wichita County,627.78,4.2,24872,3,0.230844301,0.728219872,0.004778744,4.78,23.08,72.82,434.01
2759,48487,Texas,Wilbarger County,970.84,4.1,23696,0,0.196781273,0.772006828,0,0.00,19.68,77.20,670.31
2760,48489,Texas,Willacy County,590.55,12.4,14888,1,0.672176309,0.303227076,0.001693337,1.69,67.22,30.32,827.04
2761,48491,Texas,Williamson County,1118.3,4.2,37242,4,0.420159183,0.518785781,0.003576858,3.58,42.02,51.88,621.98
2762,48493,Texas,Wilson County,803.73,4.7,32312,1,0.248766554,0.726616463,0.001244199,1.24,24.88,72.66,374.78
2763,48495,Texas,Winkler County,841.11,3.4,24467,0,0.224239188,0.74906567,0,0.00,22.42,74.91,458.39
2764,48497,Texas,Wise County,904.42,4,29418,0,0.138356109,0.837557277,0,0.00,13.84,83.76,736.15
2765,48499,Texas,Wood County,645.23,5.4,29005,0,0.140727234,0.840984662,0,0.00,14.07,84.10,412.32
2766,48501,Texas,Yoakum County,799.71,4.6,24582,1,0.185297956,0.781644193,0.001250453,1.25,18.53,78.16,579.93
2767,48503,Texas,Young County,914.47,3.8,27423,0,0.113998433,0.860146252,0,0.00,11.40,86.01,817.49
2768,48505,Texas,Zapata County,998.41,9.8,20169,1,0.656030632,0.328015316,0.001001593,1.00,65.60,32.80,834.18
2769,48507,Texas,Zavala County,1297.41,7.2,13835,1,0.776696165,0.204129794,0.000770766,0.77,77.67,20.41,306.32
2770,49001,Utah,Beaver County,2589.88,3.3,23382,0,0.106024096,0.73815261,0,0.00,10.60,73.82,427.94
2771,49003,Utah,Box Elder County,5745.55,3.8,24797,4,0.109620498,0.62388204,0.000696191,0.70,10.96,62.39,776.29
2772,49005,Utah,Cache County,1164.81,1.9,23713,3,0.186878118,0.463864656,0.002575527,2.58,18.69,46.39,902.95
2773,49007,Utah,Carbon County,1478.49,6.7,23862,4,0.216935278,0.662829368,0.002705463,2.71,21.69,66.28,877.46
2774,49009,Utah,Daggett County,696.98,1.2,29574,0,0.16344086,0.703225806,0,0.00,16.34,70.32,799.42
2775,49011,Utah,Davis County,298.78,2.3,31205,1,0.215696391,0.448925579,0.003346944,3.35,21.57,44.89,656.28
2776,49013,Utah,Duchesne County,3240.95,5,24573,0,0.072129256,0.794143104,0,0.00,7.21,79.41,823.71
2777,49015,Utah,Emery County,4462.31,3.8,23705,2,0.088904527,0.798029557,0.000448198,0.45,8.89,79.80,780.78
2778,49017,Utah,Garfield County,5175.12,2.6,25247,4,0.153443766,0.68744551,0.000772929,0.77,15.34,68.74,819.15
2779,49019,Utah,Grand County,3671.54,3.4,27431,3,0.433572711,0.434021544,0.000817096,0.82,43.36,43.40,745.55
2780,49021,Utah,Iron County,3296.68,3.7,22909,3,0.137032695,0.652924319,0.000910006,0.91,13.70,65.29,537.78
2781,49023,Utah,Juab County,3392.28,2.5,22830,1,0.106967615,0.676889107,0.000294787,0.29,10.70,67.69,774.86
2782,49025,Utah,Kane County,3990.23,3.8,26070,1,0.212234348,0.645605974,0.000250612,0.25,21.22,64.56,834.57
2783,49027,Utah,Millard County,6572.43,2.3,25225,2,0.082346198,0.737485671,0.000304301,0.30,8.23,73.75,666.67
2784,49029,Utah,Morgan County,609.2,2.3,31732,0,0.111370717,0.614485981,0,0.00,11.14,61.45,830.12
2785,49031,Utah,Piute County,757.79,4.9,19012,0,0.050243112,0.870340357,0,0.00,5.02,87.03,896.29
2786,49033,Utah,Rich County,1028.78,1,23464,1,0.094890511,0.717153285,0.000972025,0.97,9.49,71.72,665.81
2787,49035,Utah,Salt Lake County,742.28,3.1,33238,15,0.428482871,0.32628194,0.020208008,20.21,42.85,32.63,879.86
2788,49037,Utah,San Juan County,7819.99,8.7,18987,6,0.37084494,0.489322191,0.000767264,0.77,37.08,48.93,732.37
2789,49039,Utah,Sanpete County,1590.15,5.4,20056,6,0.104929433,0.658212313,0.003773229,3.77,10.49,65.82,503.32
2790,49041,Utah,Sevier County,1910.58,4,23514,1,0.081006259,0.776961964,0.000523401,0.52,8.10,77.70,800.52
2791,49043,Utah,Summit County,1871.71,1.4,56575,3,0.509164059,0.355635027,0.001602812,1.60,50.92,35.56,877.32
2792,49045,Utah,Tooele County,6941.35,3.6,25949,1,0.212377678,0.512721502,0.000144064,0.14,21.24,51.27,575.57
2793,49047,Utah,Uintah County,4479.69,7.6,25759,2,0.077776915,0.766591632,0.000446459,0.45,7.78,76.66,878.49
2794,49049,Utah,Utah County,2003.45,3.1,26215,5,0.140497994,0.513055756,0.002495695,2.50,14.05,51.31,715.85
2795,49051,Utah,Wasatch County,1175.5,0.9,35641,2,0.252722772,0.504537954,0.001701404,1.70,25.27,50.45,909.5
2796,49053,Utah,Washington County,2426.36,3,29010,7,0.166678262,0.688176158,0.00288498,2.88,16.67,68.82,666.89
2797,49055,Utah,Wayne County,2460.68,2.6,22038,1,0.192198582,0.680141844,0.000406392,0.41,19.22,68.01,756.65
2798,49057,Utah,Weber County,576.08,3.3,27828,5,0.272396901,0.472026126,0.00867935,8.68,27.24,47.20,786.18
2799,50001,Vermont,Addison County,766.33,3.4,34741,4,0.637619372,0.301102774,0.005219683,5.22,63.76,30.11,752.99
2800,50003,Vermont,Bennington County,674.98,3.4,33789,2,0.583603548,0.362496176,0.002963051,2.96,58.36,36.25,291.79
2801,50005,Vermont,Caledonia County,648.86,3.2,29769,5,0.497069258,0.426731451,0.007705823,7.71,49.71,42.67,348.28
2802,50007,Vermont,Chittenden County,536.58,3.2,39062,7,0.704904029,0.236827459,0.013045585,13.05,70.49,23.68,334.1
2803,50009,Vermont,Essex County,663.6,3.9,25376,2,0.376570584,0.55654102,0.003013864,3.01,37.66,55.65,390.94
2804,50011,Vermont,Franklin County,633.71,3.6,31195,6,0.482682083,0.451762763,0.009468053,9.47,48.27,45.18,155.72
2805,50013,Vermont,Grand Isle County,81.81,4.1,39770,1,0.554261514,0.393594494,0.012223445,12.22,55.43,39.36,433.57
2806,50015,Vermont,Lamoille County,458.8,3.5,36747,3,0.622025599,0.306674684,0.006538797,6.54,62.20,30.67,469.87
2807,50017,Vermont,Orange County,687.03,3.3,31697,4,0.558674985,0.371137849,0.005822162,5.82,55.87,37.11,189.09
2808,50019,Vermont,Orleans County,693.27,3.7,27023,1,0.471514379,0.469421187,0.001442439,1.44,47.15,46.94,143.25
2809,50021,Vermont,Rutland County,929.82,2.6,31391,6,0.492733189,0.450867679,0.006452862,6.45,49.27,45.09,291.65
2810,50023,Vermont,Washington County,687.23,3,35236,4,0.648914637,0.278948838,0.005820468,5.82,64.89,27.89,383.44
2811,50025,Vermont,Windham County,785.31,4.2,32535,3,0.677982129,0.258238381,0.003820147,3.82,67.80,25.82,352.47
2812,50027,Vermont,Windsor County,969.34,3.4,36252,8,0.63035355,0.309140558,0.008253038,8.25,63.04,30.91,310.88
2813,51001,Virginia,Accomack County,449.5,4,26018,4,0.427610282,0.544715963,0.008898776,8.90,42.76,54.47,263.88
2814,51003,Virginia,Albemarle County,720.7,2.3,44799,1,0.593169915,0.342608758,0.00138754,1.39,59.32,34.26,421.36
2815,51005,Virginia,Alleghany County,445.46,4.2,27338,2,0.296331782,0.666986039,0.004489741,4.49,29.63,66.70,250.67
2816,51007,Virginia,Amelia County,355.27,2.8,31688,3,0.305614783,0.668656716,0.008444282,8.44,30.56,66.87,345.48
2817,51009,Virginia,Amherst County,473.93,5.7,26712,2,0.328805065,0.635914007,0.004220032,4.22,32.88,63.59,361.15
2818,51011,Virginia,Appomattox County,333.49,2.9,28586,1,0.25433744,0.718380689,0.002998591,3.00,25.43,71.84,412.3
2819,51013,Virginia,Arlington County,25.97,2.6,71841,1,0.769866939,0.168881552,0.038505968,38.51,76.99,16.89,374.87
2820,51015,Virginia,Augusta County,967,3.2,30272,0,0.221161452,0.713346608,0,0.00,22.12,71.33,312.26
2821,51017,Virginia,Bath County,529.16,8.3,27527,1,0.26883638,0.690147124,0.001889788,1.89,26.88,69.01,380.84
2822,51019,Virginia,Bedford County,753.02,3.6,33678,2,0.230716351,0.724837624,0.002655972,2.66,23.07,72.48,521.03
2823,51021,Virginia,Bland County,357.73,5.4,22522,2,0.145006402,0.823303457,0.005590809,5.59,14.50,82.33,407.8
2824,51023,Virginia,Botetourt County,541.2,2.7,35893,1,0.240974197,0.717182555,0.001847746,1.85,24.10,71.72,307.59
2825,51025,Virginia,Brunswick County,566.17,10.2,21732,2,0.585088293,0.398299542,0.003532508,3.53,58.51,39.83,469.2
2826,51027,Virginia,Buchanan County,502.76,6.9,19496,4,0.186659436,0.790889371,0.007956082,7.96,18.67,79.09,431.23
2827,51029,Virginia,Buckingham County,579.66,5.7,20605,2,0.429434377,0.544892916,0.003450298,3.45,42.94,54.49,236.29
2828,51031,Virginia,Campbell County,503.87,3.2,27739,1,0.242376369,0.714306709,0.001984639,1.98,24.24,71.43,202.09
2829,51033,Virginia,Caroline County,527.51,3.5,31568,2,0.452815561,0.503418141,0.003791397,3.79,45.28,50.34,407.24
2830,51035,Virginia,Carroll County,474.69,2.6,25449,2,0.188194598,0.784058291,0.004213276,4.21,18.82,78.41,336.35
2831,51036,Virginia,Charles City County,182.82,3,35304,2,0.599198932,0.368758344,0.010939722,10.94,59.92,36.88,348.51
2832,51037,Virginia,Charlotte County,475.27,6.7,22018,3,0.371719613,0.600656077,0.006312201,6.31,37.17,60.07,487.87
2833,51041,Virginia,Chesterfield County,423.3,4.1,37658,2,0.462056729,0.484562548,0.004724781,4.72,46.21,48.46,613.46
2834,51043,Virginia,Clarke County,176.18,4.9,41332,1,0.374738655,0.57274628,0.005676013,5.68,37.47,57.27,388.36
2835,51045,Virginia,Craig County,329.53,2,30103,1,0.194324713,0.768318966,0.003034625,3.03,19.43,76.83,398.6
2836,51047,Virginia,Culpeper County,379.23,4.9,32028,1,0.350613483,0.604020465,0.002636922,2.64,35.06,60.40,456.45
2837,51049,Virginia,Cumberland County,297.46,5,25138,2,0.416820513,0.552410256,0.006723593,6.72,41.68,55.24,360.47
2838,51051,Virginia,Dickenson County,330.53,4.9,24978,2,0.208430913,0.770023419,0.006050888,6.05,20.84,77.00,279.15
2839,51053,Virginia,Dinwiddie County,503.72,5.6,28922,2,0.425995714,0.55028449,0.00397046,3.97,42.60,55.03,133.06
2840,51057,Virginia,Essex County,257.12,6,26847,1,0.474598431,0.496264475,0.003889235,3.89,47.46,49.63,266.81
2841,51059,Virginia,Fairfax County,390.97,3.5,56231,0,0.652997653,0.290751909,0,0.00,65.30,29.08,412.61
2842,51061,Virginia,Fauquier County,647.45,3,45408,1,0.349100312,0.595571598,0.001544521,1.54,34.91,59.56,449.61
2843,51063,Virginia,Floyd County,380.42,2.4,26882,2,0.288509784,0.663447065,0.005257347,5.26,28.85,66.34,450.65
2844,51065,Virginia,Fluvanna County,286.01,2,39633,1,0.426252594,0.520160095,0.003496381,3.50,42.63,52.02,356.31
2845,51067,Virginia,Franklin County,690.43,4.5,30487,2,0.270621153,0.692408133,0.002896746,2.90,27.06,69.24,219.73
2846,51069,Virginia,Frederick County,413.5,3.3,35123,1,0.297012434,0.649565196,0.00241838,2.42,29.70,64.96,431.08
2847,51071,Virginia,Giles County,355.78,5.1,27137,1,0.237798926,0.72352367,0.002810726,2.81,23.78,72.35,331.77
2848,51073,Virginia,Gloucester County,217.81,2.8,33692,1,0.276531448,0.670303217,0.004591157,4.59,27.65,67.03,501.21
2849,51075,Virginia,Goochland County,281.42,3.5,51720,1,0.350610194,0.6011486,0.003553408,3.55,35.06,60.11,413.15
2850,51077,Virginia,Grayson County,442.18,5.5,21663,1,0.193855056,0.770597961,0.002261522,2.26,19.39,77.06,658.75
2851,51079,Virginia,Greene County,156.25,4.8,32508,1,0.307587078,0.625381458,0.0064,6.40,30.76,62.54,469
2852,51081,Virginia,Greensville County,295.23,4.8,19550,0,0.586293835,0.398120559,0,0.00,58.63,39.81,193.01
2853,51083,Virginia,Halifax County,817.84,3.1,23909,1,0.406585625,0.572288446,0.001222733,1.22,40.66,57.23,223.07
2854,51085,Virginia,Hanover County,468.54,2.6,41200,1,0.310689583,0.635373036,0.002134289,2.13,31.07,63.54,682.29
2855,51087,Virginia,Henrico County,233.7,4.1,39516,2,0.577991677,0.368435351,0.00855798,8.56,57.80,36.84,490.03
2856,51089,Virginia,Henry County,382.33,7.9,22372,1,0.341212701,0.632860294,0.002615542,2.62,34.12,63.29,509.46
2857,51091,Virginia,Highland County,415.16,4.5,31485,2,0.266714594,0.688713156,0.00481742,4.82,26.67,68.87,480.25
2858,51093,Virginia,Isle of Wight County,315.61,5.5,37126,1,0.37463991,0.584492945,0.003168467,3.17,37.46,58.45,608.36
2859,51095,Virginia,James City County,142.44,4,44495,0,0.446708941,0.498022791,0,0.00,44.67,49.80,395.63
2860,51097,Virginia,King and Queen County,315.14,3.4,31174,1,0.401383126,0.569571231,0.003173193,3.17,40.14,56.96,393.74
2861,51099,Virginia,King George County,179.64,2.8,38739,1,0.334419654,0.613186262,0.005566689,5.57,33.44,61.32,314.76
2862,51101,Virginia,King William County,273.94,4.4,30704,2,0.302816901,0.656139965,0.007300869,7.30,30.28,65.61,329.63
2863,51103,Virginia,Lancaster County,133.25,3.1,40062,1,0.433702076,0.533414154,0.00750469,7.50,43.37,53.34,428.49
2864,51105,Virginia,Lee County,435.52,9.2,19720,5,0.173954881,0.806372287,0.011480529,11.48,17.40,80.64,633.75
2865,51107,Virginia,Loudoun County,515.56,3.1,55744,2,0.554234044,0.386281308,0.003879277,3.88,55.42,38.63,547.27
2866,51109,Virginia,Louisa County,496.3,4.8,34041,2,0.354601017,0.600159936,0.004029821,4.03,35.46,60.02,383.66
2867,51111,Virginia,Lunenburg County,431.68,4.1,19848,2,0.399139322,0.574861036,0.004633062,4.63,39.91,57.49,303.44
2868,51113,Virginia,Madison County,320.68,4.6,30777,1,0.317565619,0.637150274,0.003118373,3.12,31.76,63.72,287.75
2869,51115,Virginia,Mathews County,85.93,2.7,35731,2,0.295351474,0.664210128,0.023274759,23.27,29.54,66.42,378.12
2870,51117,Virginia,Mecklenburg County,625.49,3.9,25056,2,0.432957765,0.545760032,0.003197493,3.20,43.30,54.58,537.2
2871,51119,Virginia,Middlesex County,130.31,5.5,31502,1,0.351518185,0.611945279,0.007674008,7.67,35.15,61.19,449.48
2872,51121,Virginia,Montgomery County,387.01,3.7,30054,2,0.468790256,0.455673967,0.005167825,5.17,46.88,45.57,398.12
2873,51125,Virginia,Nelson County,470.86,4.2,35489,2,0.4458591,0.50321329,0.004247547,4.25,44.59,50.32,354.68
2874,51127,Virginia,New Kent County,209.73,3.4,38080,1,0.2914577,0.667351805,0.004768035,4.77,29.15,66.74,514.05
2875,51131,Virginia,Northampton County,211.61,4.2,28518,3,0.530648843,0.437887186,0.014177024,14.18,53.06,43.79,304.19
2876,51133,Virginia,Northumberland County,191.3,4.6,36261,1,0.346135029,0.622431507,0.005227392,5.23,34.61,62.24,430.79
2877,51135,Virginia,Nottoway County,314.39,3.8,24571,1,0.421170165,0.552627661,0.003180763,3.18,42.12,55.26,399.84
2878,51137,Virginia,Orange County,340.78,4.4,32292,1,0.347088652,0.612636242,0.002934445,2.93,34.71,61.26,413.86
2879,51139,Virginia,Page County,310.86,6.7,25170,1,0.235768545,0.733752227,0.003216882,3.22,23.58,73.38,356.83
2880,51141,Virginia,Patrick County,483.1,4.6,24292,1,0.208269525,0.760278007,0.002069965,2.07,20.83,76.03,339.49
2881,51143,Virginia,Pittsylvania County,968.94,5.8,26032,2,0.290182094,0.686148894,0.002064111,2.06,29.02,68.61,423.04
2882,51145,Virginia,Powhatan County,260.22,2.1,37424,1,0.241574372,0.707097773,0.003842902,3.84,24.16,70.71,367.18
2883,51147,Virginia,Prince Edward County,349.96,5.1,21017,2,0.503676067,0.449796993,0.005714939,5.71,50.37,44.98,337.94
2884,51149,Virginia,Prince George County,265.16,4.5,29420,2,0.397707559,0.567348203,0.007542616,7.54,39.77,56.73,259.24
2885,51153,Virginia,Prince William County,336.4,4.1,40932,3,0.573632761,0.373237881,0.008917955,8.92,57.36,37.32,337.07
2886,51155,Virginia,Pulaski County,319.86,5.2,28125,1,0.275939651,0.68250397,0.003126368,3.13,27.59,68.25,361.11
2887,51157,Virginia,Rappahannock County,266.23,4.5,41792,1,0.391764176,0.569756976,0.003756151,3.76,39.18,56.98,409.58
2888,51159,Virginia,Richmond County,191.49,2.5,22853,5,0.368940016,0.606135305,0.026111024,26.11,36.89,60.61,360.5
2889,51161,Virginia,Roanoke County,250.52,2.9,36469,1,0.334742467,0.615306387,0.003991697,3.99,33.47,61.53,526.58
2890,51163,Virginia,Rockbridge County,597.56,4.6,31539,0,0.328123538,0.624333177,0,0.00,32.81,62.43,385.78
2891,51165,Virginia,Rockingham County,849.09,2.6,31275,0,0.25621305,0.691619225,0,0.00,25.62,69.16,294.93
2892,51167,Virginia,Russell County,473.82,5.9,21605,2,0.190897909,0.780319803,0.004221012,4.22,19.09,78.03,409.64
2893,51169,Virginia,Scott County,535.53,5,22898,2,0.1570363,0.819691696,0.003734618,3.73,15.70,81.97,309.24
2894,51171,Virginia,Shenandoah County,508.78,3.6,28882,1,0.259109909,0.69230391,0.001965486,1.97,25.91,69.23,422.4
2895,51173,Virginia,Smyth County,450.93,5.1,21605,2,0.20748538,0.76,0.004435278,4.44,20.75,76.00,463.27
2896,51175,Virginia,Southampton County,599.15,3.9,26600,2,0.405207394,0.56751578,0.003338062,3.34,40.52,56.75,386.12
2897,51177,Virginia,Spotsylvania County,401.5,4.6,37212,1,0.38986518,0.55762447,0.00249066,2.49,38.99,55.76,393.75
2898,51179,Virginia,Stafford County,268.96,3.3,42126,1,0.426610559,0.517827085,0.003718025,3.72,42.66,51.78,384.93
2899,51181,Virginia,Surry County,278.95,5.7,30260,2,0.520372233,0.448943662,0.007169744,7.17,52.04,44.89,265.56
2900,51183,Virginia,Sussex County,490.22,4.8,21652,3,0.570691025,0.408061954,0.006119701,6.12,57.07,40.81,340.89
2901,51185,Virginia,Tazewell County,518.85,6.1,23738,2,0.156528792,0.819680995,0.003854679,3.85,15.65,81.97,366.43
2902,51187,Virginia,Warren County,213.47,5.3,32086,1,0.290315328,0.661120791,0.004684499,4.68,29.03,66.11,377.46
2903,51191,Virginia,Washington County,560.98,4.8,27524,2,0.215749563,0.750884698,0.003565189,3.57,21.57,75.09,328.04
2904,51193,Virginia,Westmoreland County,229.38,6.5,32996,1,0.449041129,0.522373658,0.004359578,4.36,44.90,52.24,429.88
2905,51195,Virginia,Wise County,403.19,8.7,21500,4,0.179240878,0.799346274,0.009920881,9.92,17.92,79.93,409.88
2906,51197,Virginia,Wythe County,461.82,5.2,27381,1,0.208679245,0.758037736,0.002165346,2.17,20.87,75.80,293.98
2907,51199,Virginia,York County,104.78,5.5,41201,0,0.381334038,0.552609947,0,0.00,38.13,55.26,502.31
2908,51510,Virginia,Alexandria city,15.03,2.9,62679,6,0.768270058,0.178008712,0.399201597,399.20,76.83,17.80,379.95
2909,51520,Virginia,Bristol city,13.01,6.2,23015,3,0.262991674,0.701119724,0.230591852,230.59,26.30,70.11,456.9
2910,51530,Virginia,Buena Vista city,6.7,1.9,21419,1,0.289352818,0.597912317,0.149253731,149.25,28.94,59.79,920.66
2911,51540,Virginia,Charlottesville city,10.24,3.9,38328,2,0.804331187,0.132862095,0.1953125,195.31,80.43,13.29,666.92
2912,51550,Virginia,Chesapeake city,340.8,4.2,35536,2,0.46995806,0.482781439,0.005868545,5.87,47.00,48.28,815.8
2913,51570,Virginia,Colonial Heights city,7.52,7.7,28364,1,0.280882876,0.674142637,0.132978723,132.98,28.09,67.41,386.47
2914,51580,Virginia,Covington city,5.47,3,25309,1,0.3858168,0.569438582,0.182815356,182.82,38.58,56.94,1102.75
2915,51590,Virginia,Danville city,42.93,8.5,22826,2,0.585886969,0.387339625,0.046587468,46.59,58.59,38.73,1134.54
2916,51595,Virginia,Emporia city,6.89,20.7,18494,2,0.646810308,0.33460076,0.290275762,290.28,64.68,33.46,717.36
2917,51600,Virginia,Fairfax city,6.24,3.6,50029,0,0.621140543,0.311709128,0,0.00,62.11,31.17,756.54
2918,51610,Virginia,Falls Church city,2,3.3,72325,1,0.757793139,0.172557715,0.5,500.00,75.78,17.26,1220.34
2919,51620,Virginia,Franklin city,8.21,13.5,24025,2,0.622772277,0.351732673,0.243605359,243.61,62.28,35.17,1397.99
2920,51630,Virginia,Fredericksburg city,10.44,3.9,35731,2,0.600808262,0.3350696,0.191570881,191.57,60.08,33.51,594.85
2921,51640,Virginia,Galax city,8.24,7.3,23025,1,0.287769784,0.678374947,0.121359223,121.36,28.78,67.84,1924.61
2922,51650,Virginia,Hampton city,51.41,5.6,30135,4,0.667273821,0.289515198,0.077805874,77.81,66.73,28.95,768.25
2923,51660,Virginia,Harrisonburg city,17.42,3.9,23202,2,0.570847228,0.352229695,0.114810563,114.81,57.08,35.22,470.6
2924,51670,Virginia,Hopewell city,10.28,6.7,21927,1,0.526538805,0.433206958,0.097276265,97.28,52.65,43.32,507.71
2925,51678,Virginia,Lexington city,2.5,3.4,19047,2,0.618464052,0.312908497,0.8,800.00,61.85,31.29,513.43
2926,51680,Virginia,Lynchburg city,49.13,5.4,23863,2,0.418314521,0.508614105,0.040708325,40.71,41.83,50.86,758.45
2927,51683,Virginia,Manassas city,9.88,3.5,33082,2,0.551939513,0.390138067,0.20242915,202.43,55.19,39.01,963.12
2928,51685,Virginia,Manassas Park city,2.53,4.2,34326,0,0.617184503,0.332182585,0,0.00,61.72,33.22,1294.41
2929,51690,Virginia,Martinsville city,10.96,6,22836,3,0.601225949,0.3659118,0.273722628,273.72,60.12,36.59,284.45
2930,51700,Virginia,Newport News city,68.71,5.8,28294,5,0.599091069,0.34559855,0.072769611,72.77,59.91,34.56,794.73
2931,51710,Virginia,Norfolk city,54.12,7.2,29830,5,0.684151014,0.264393657,0.092387288,92.39,68.42,26.44,372.87
2932,51720,Virginia,Norton city,7.48,10.8,21741,0,0.263049451,0.701236264,0,0.00,26.30,70.12,455.46
2933,51730,Virginia,Petersburg city,22.93,11.1,23611,3,0.875191368,0.105562441,0.13083297,130.83,87.52,10.56,465.39
2934,51735,Virginia,Poquoson city,15.32,2.2,40258,0,0.224768063,0.715350014,0,0.00,22.48,71.54,804.23
2935,51740,Virginia,Portsmouth city,33.65,7,26312,2,0.661906977,0.297046512,0.059435364,59.44,66.19,29.70,412.43
